test.fold,species,algorithm,weight.name,FPR,TPR,accuracy.percent,auc
1,Table Mountain Pine,glmnet,balanced,0,0,81.7176447145562,0.658978072072539
1,Table Mountain Pine,glmnet,one,0,0,81.7176447145562,0.638653162948892
1,Table Mountain Pine,xgboost,balanced,0.00243842965130456,0.00490463215258856,81.6080502142074,0.630715376790535
1,Table Mountain Pine,xgboost,one,0.000121921482565228,0.000544959128065395,81.7176447145562,0.594191753589707
1,Table Mountain Pine,major.class,balanced,0,0,81.7176447145562,0.5
1,Table Mountain Pine,major.class,one,0,0,81.7176447145562,0.5
1,Table Mountain Pine,earth,one,0.000121921482565228,0.000544959128065395,81.7176447145562,0.563132438622334
2,Table Mountain Pine,glmnet,balanced,0,0,81.8670917604862,0.650334772322724
2,Table Mountain Pine,glmnet,one,0,0,81.8670917604862,0.653363671134756
2,Table Mountain Pine,xgboost,balanced,0.00340756967262991,0.0032967032967033,81.6479027597888,0.566258172884679
2,Table Mountain Pine,xgboost,one,0,0,81.8670917604862,0.605531650411169
2,Table Mountain Pine,major.class,balanced,0,0,81.8670917604862,0.5
2,Table Mountain Pine,major.class,one,0,0,81.8670917604862,0.5
2,Table Mountain Pine,earth,one,0.000851892418157478,0.00054945054945055,81.8073129421142,0.570758190938914
3,Table Mountain Pine,glmnet,balanced,0,0,82.3634914308489,0.645775356405178
3,Table Mountain Pine,glmnet,one,0,0,82.3634914308489,0.640622808564387
3,Table Mountain Pine,xgboost,balanced,0.00266150496007743,0.00225988700564972,82.1841371064169,0.61839575635542
3,Table Mountain Pine,xgboost,one,0,0,82.3634914308489,0.626965440077863
3,Table Mountain Pine,major.class,balanced,0,0,82.3634914308489,0.5
3,Table Mountain Pine,major.class,one,0,0,82.3634914308489,0.5
3,Table Mountain Pine,earth,one,0.000241954996370675,0,82.3435631725787,0.554504873957851
4,Table Mountain Pine,glmnet,balanced,0,0,81.3770426464727,0.659627284187896
4,Table Mountain Pine,glmnet,one,0,0,81.3770426464727,0.659627284187896
4,Table Mountain Pine,xgboost,balanced,0.00342843149259214,0.00321027287319422,81.1578318055002,0.366376469843698
4,Table Mountain Pine,xgboost,one,0.000244887963756581,0,81.3571143882025,0.534223682552872
4,Table Mountain Pine,major.class,balanced,0,0,81.3770426464727,0.5
4,Table Mountain Pine,major.class,one,0,0,81.3770426464727,0.5
4,Table Mountain Pine,earth,one,0,0.000535045478865704,81.3870067756078,0.5674417062808
5,Table Mountain Pine,glmnet,balanced,0,0,81.925069748904,0.662830241128422
5,Table Mountain Pine,glmnet,one,0,0,81.925069748904,0.657974162149202
5,Table Mountain Pine,xgboost,balanced,0.00304062271953296,0.00385887541345094,81.7457154244719,0.552459994523527
5,Table Mountain Pine,xgboost,one,0.000364874726343955,0,81.8951773614986,0.656735083248026
5,Table Mountain Pine,major.class,balanced,0,0,81.925069748904,0.5
5,Table Mountain Pine,major.class,one,0,0,81.925069748904,0.5
5,Table Mountain Pine,earth,one,0.000364874726343955,0,81.8951773614986,0.560662200024298
6,Table Mountain Pine,glmnet,balanced,0,0,81.486648066959,0.667697024309227
6,Table Mountain Pine,glmnet,one,0,0,81.486648066959,0.660796142134599
6,Table Mountain Pine,xgboost,balanced,0.00232330643189044,0.00161463939720129,81.3272220007971,0.550161556076965
6,Table Mountain Pine,xgboost,one,0,0.000538213132400431,81.4966121960941,0.599104366752565
6,Table Mountain Pine,major.class,balanced,0,0,81.486648066959,0.5
6,Table Mountain Pine,major.class,one,0,0,81.486648066959,0.5
6,Table Mountain Pine,earth,one,0.00012227928588897,0,81.4766839378238,0.564431838314404
7,Table Mountain Pine,glmnet,balanced,0,0,81.6759665205261,0.643648921809415
7,Table Mountain Pine,glmnet,one,0,0,81.6759665205261,0.651782310309552
7,Table Mountain Pine,xgboost,balanced,0.00243991704282054,0.00435019032082654,81.5563969709048,0.647433347244443
7,Table Mountain Pine,xgboost,one,0,0,81.6759665205261,0.619244046300577
7,Table Mountain Pine,major.class,balanced,0,0,81.6759665205261,0.5
7,Table Mountain Pine,major.class,one,0,0,81.6759665205261,0.5
7,Table Mountain Pine,earth,one,0.000121995852141027,0,81.666002391391,0.526808571923454
8,Table Mountain Pine,glmnet,balanced,0,0,82.5827022718215,0.648694895655708
8,Table Mountain Pine,glmnet,one,0,0,82.5827022718215,0.65769870475248
8,Table Mountain Pine,xgboost,balanced,0.00217181467181467,0.0034324942791762,82.4631327222001,0.579659986482069
8,Table Mountain Pine,xgboost,one,0.000120656370656371,0,82.5727381426863,0.65495680943693
8,Table Mountain Pine,major.class,balanced,0,0,82.5827022718215,0.5
8,Table Mountain Pine,major.class,one,0,0,82.5827022718215,0.5
8,Table Mountain Pine,earth,one,0.000120656370656371,0,82.5727381426863,0.510895070096658
9,Table Mountain Pine,glmnet,balanced,0,0,81.666002391391,0.665777778661914
9,Table Mountain Pine,glmnet,one,0,0,81.666002391391,0.663031940289006
9,Table Mountain Pine,xgboost,balanced,0.00268423621278673,0.00326086956521739,81.5065763252292,0.624448995533346
9,Table Mountain Pine,xgboost,one,0.000244021473889702,0,81.6460741331208,0.640071774142212
9,Table Mountain Pine,major.class,balanced,0,0,81.666002391391,0.5
9,Table Mountain Pine,major.class,one,0,0,81.666002391391,0.5
9,Table Mountain Pine,earth,one,0,0.000543478260869565,81.6759665205261,0.563097985231396
10,Table Mountain Pine,glmnet,balanced,0,0,82.0944599442009,0.659856149238765
10,Table Mountain Pine,glmnet,one,0,0,82.0944599442009,0.671073885262642
10,Table Mountain Pine,xgboost,balanced,0.00242747906299308,0.00166944908180301,81.925069748904,0.62859904671803
10,Table Mountain Pine,xgboost,one,0.000364121859448962,0,82.0645675567955,0.611725399299706
10,Table Mountain Pine,major.class,balanced,0,0,82.0944599442009,0.5
10,Table Mountain Pine,major.class,one,0,0,82.0944599442009,0.5
10,Table Mountain Pine,earth,one,0.000364121859448962,0.000556483027267668,82.0745316859307,0.544681318400757
1,Sugar Maple,glmnet,balanced,0.0420629114850037,0.232152588555858,82.5246587625785,0.851260641552835
1,Sugar Maple,glmnet,one,0.0426725188978298,0.235422343324251,82.5346218989738,0.851511660278247
1,Sugar Maple,xgboost,balanced,0.240916849548891,0.864305177111717,77.8320215203746,0.889337085990192
1,Sugar Maple,xgboost,one,0.0564496464277006,0.429427792915531,84.9556640430408,0.890250434033834
1,Sugar Maple,major.class,balanced,0,0,81.7176447145562,0.5
1,Sugar Maple,major.class,one,0,0,81.7176447145562,0.5
1,Sugar Maple,earth,one,0.0538892952938308,0.331880108991826,83.3814884925775,0.865223674427783
2,Sugar Maple,glmnet,balanced,0.0382134599002069,0.268131868131868,83.6006774932749,0.86071050769846
2,Sugar Maple,glmnet,one,0.0371181696482901,0.254395604395604,83.4412673109495,0.858899667935813
2,Sugar Maple,xgboost,balanced,0.241085554338566,0.887912087912088,78.2305469761881,0.898271808512772
2,Sugar Maple,xgboost,one,0.051356942923208,0.447252747252747,85.7726412274584,0.900658009995359
2,Sugar Maple,major.class,balanced,0,0,81.8670917604862,0.5
2,Sugar Maple,major.class,one,0,0,81.8670917604862,0.5
2,Sugar Maple,earth,one,0.0473408786661799,0.331868131868132,84.0091660854837,0.871087747593772
3,Sugar Maple,glmnet,balanced,0.0384708444229373,0.266101694915254,83.8880031885213,0.863027431135097
3,Sugar Maple,glmnet,one,0.0384708444229373,0.266101694915254,83.8880031885213,0.863027431135097
3,Sugar Maple,xgboost,balanced,0.238930558916042,0.87683615819209,78.1486648066959,0.896401978836456
3,Sugar Maple,xgboost,one,0.0504476167432858,0.438983050847458,85.9505779194898,0.899649917092822
3,Sugar Maple,major.class,balanced,0,0,82.3634914308489,0.5
3,Sugar Maple,major.class,one,0,0,82.3634914308489,0.5
3,Sugar Maple,earth,one,0.0477861117832083,0.346327683615819,84.5356715823037,0.871619704158755
4,Sugar Maple,glmnet,balanced,0.0385698542916616,0.249331193151418,82.8816261458749,0.857810763186329
4,Sugar Maple,glmnet,one,0.0385698542916616,0.249331193151418,82.8816261458749,0.857810763186329
4,Sugar Maple,xgboost,balanced,0.246724623484756,0.868913857677903,77.4810681546433,0.892125115868105
4,Sugar Maple,xgboost,one,0.0538753520264479,0.446227929373997,85.3029095257075,0.89322282059703
4,Sugar Maple,major.class,balanced,0,0,81.3770426464727,0.5
4,Sugar Maple,major.class,one,0,0,81.3770426464727,0.5
4,Sugar Maple,earth,one,0.0482429288600465,0.338148742643125,83.7485053806297,0.865961771927545
5,Sugar Maple,glmnet,balanced,0.0364874726343955,0.255237045203969,83.5492227979275,0.862330057014861
5,Sugar Maple,glmnet,one,0.0363658477256142,0.248070562293275,83.4296532483061,0.861950632892042
5,Sugar Maple,xgboost,balanced,0.240209194843104,0.880374862183021,78.158628935831,0.892680031013681
5,Sugar Maple,xgboost,one,0.0522987107759669,0.42723263506064,85.3626943005182,0.89452941351584
5,Sugar Maple,major.class,balanced,0,0,81.925069748904,0.5
5,Sugar Maple,major.class,one,0,0,81.925069748904,0.5
5,Sugar Maple,earth,one,0.0514473364144977,0.341234840132304,83.8780390593862,0.873967428661694
6,Sugar Maple,glmnet,balanced,0.0388848129126926,0.258880516684607,83.1108011159825,0.860561863446812
6,Sugar Maple,glmnet,one,0.0394962093421374,0.259956942949408,83.0809087285771,0.860675718756063
6,Sugar Maple,xgboost,balanced,0.236488138909269,0.8745963401507,78.4077321642088,0.893091542827629
6,Sugar Maple,xgboost,one,0.0560039129371485,0.445102260495156,85.1634117178159,0.894684694503171
6,Sugar Maple,major.class,balanced,0,0,81.486648066959,0.5
6,Sugar Maple,major.class,one,0,0,81.486648066959,0.5
6,Sugar Maple,earth,one,0.0487894350696992,0.33692142088267,83.7485053806297,0.874233187782812
7,Sugar Maple,glmnet,balanced,0.0429425399536416,0.267536704730832,83.070944599442,0.857289796138231
7,Sugar Maple,glmnet,one,0.0422105648407954,0.266449157150625,83.1108011159825,0.8571088256735
7,Sugar Maple,xgboost,balanced,0.242893741612785,0.87710712343665,77.9095257074532,0.891690802142961
7,Sugar Maple,xgboost,one,0.0566060753934366,0.439912996193583,85.1135910721403,0.89562820334473
7,Sugar Maple,major.class,balanced,0,0,81.6759665205261,0.5
7,Sugar Maple,major.class,one,0,0,81.6759665205261,0.5
7,Sugar Maple,earth,one,0.0517262413077955,0.344752582925503,83.7684336389,0.86993437764171
8,Sugar Maple,glmnet,balanced,0.0394546332046332,0.258581235697941,83.8282184137107,0.856521490639054
8,Sugar Maple,glmnet,one,0.0392133204633205,0.255720823798627,83.7983260263053,0.856261402993382
8,Sugar Maple,xgboost,balanced,0.244811776061776,0.877574370709382,77.6504583499402,0.893318301445447
8,Sugar Maple,xgboost,one,0.0533301158301158,0.414759725400458,85.4025508170586,0.893951609340625
8,Sugar Maple,major.class,balanced,0,0,82.5827022718215,0.5
8,Sugar Maple,major.class,one,0,0,82.5827022718215,0.5
8,Sugar Maple,earth,one,0.0487451737451737,0.326659038901602,84.2467118373854,0.870485877958704
9,Sugar Maple,glmnet,balanced,0.0420937042459737,0.258695652173913,82.9713033080909,0.858410849937403
9,Sugar Maple,glmnet,one,0.0424597364568082,0.265760869565217,83.070944599442,0.858936623379379
9,Sugar Maple,xgboost,balanced,0.246339677891655,0.879347826086957,77.6703866082104,0.892154444373714
9,Sugar Maple,xgboost,one,0.0544167886774036,0.43695652173913,85.2331606217617,0.89424483974155
9,Sugar Maple,major.class,balanced,0,0,81.666002391391,0.5
9,Sugar Maple,major.class,one,0,0,81.666002391391,0.5
9,Sugar Maple,earth,one,0.0506344558321132,0.336413043478261,83.6986847349542,0.87009841757379
10,Sugar Maple,glmnet,one,0.0401747784925355,0.273789649415693,83.6986847349542,0.861142253852846
10,Sugar Maple,xgboost,balanced,0.237528826313873,0.86867000556483,78.1486648066959,0.892008960464174
10,Sugar Maple,xgboost,one,0.0559533924019905,0.427378964941569,85.1534475886808,0.894072959321895
10,Sugar Maple,major.class,balanced,0,0,82.0944599442009,0.5
10,Sugar Maple,major.class,one,0,0,82.0944599442009,0.5
10,Sugar Maple,earth,one,0.0489137031193106,0.348914858096828,84.3264248704663,0.871663491153919
